,genre,artist,track,popularity,danceability,
207188,World,one sonic society,Great Are You Lord,66,0.492,
207218,World,Michael W. Smith,Surrounded (Fight My Battles),65,0.483,
207231,World,Hillsong UNITED,Touch The Sky,59,0.507,
212306,Country,LANCO,Greatest Love Story,75,0.671,
212337,Country,Jason Aldean,Dirt Road Anthem,71,0.68,
212350,Country,Chris Young,Losing Sleep,71,0.584,
212377,Country,Lee Brice,Hard To Love,70,0.638,
212403,Country,Sam Hunt,Break Up In A Small Town,70,0.579,
212407,Country,Rascal Flatts,I Like The Sound Of That,69,0.611,
212421,Country,Morgan Evans,Kiss Somebody,69,0.57,
212439,Country,Walker Hayes,90's Country,68,0.738,
212477,Country,Lady Antebellum,Need You Now,66,0.587,
212481,Country,Scotty McCreery,Five More Minutes,66,0.517,
212483,Country,Dixie Chicks,Cowboy Take Me Away,68,0.467,
212485,Country,Granger Smith,Happens Like That,67,0.557,
212500,Country,John Gurney,Home With Her,68,0.731,
212510,Country,Johnny Cash,I Walk the Line,71,0.713,
212515,Country,Toby Keith,"Courtesy Of The Red, White And Blue (The Angry American)",65,0.414,
212525,Country,Frankie Ballard,Sunshine & Whiskey,66,0.67,
212552,Country,Dierks Bentley,Black,65,0.663,
212583,Country,James Barker Band,Chills,67,0.658,
212927,Country,Silver,Wham Bam Shang-A-Lang,67,0.65,
213323,Country,The Marshall Tucker Band,Can't You See,69,0.406,
214191,Country,The Guess Who,American Woman - Remastered,66,0.55,
214286,Country,Little River Band,Reminiscing - Remastered,62,0.54,
221785,Rock,Twenty One Pilots,Leave The City,70,0.506,
221841,Rock,The Guess Who,American Woman - Remastered,66,0.55,
221855,Rock,Phillip Phillips,"Gone, Gone, Gone",68,0.662,
221856,Rock,MISSIO,Bottom Of The Deep Blue Sea,67,0.573,
221857,Rock,The Band CAMINO,14-Feb,68,0.607,
221883,Rock,Creedence Clearwater Revival,Lookin' Out My Back Door,68,0.745,
221900,Rock,Her's,Cool with You,66,0.533,
221926,Rock,Twenty One Pilots,Hometown,69,0.683,
221930,Rock,Noah Kahan,False Confidence,73,0.417,
221931,Rock,Vance Joy,Like Gold,68,0.477,
221942,Rock,Frankie Ballard,Sunshine & Whiskey,66,0.67,
221963,Rock,Big Brother & The Holding Company,Piece of My Heart,69,0.443,
221966,Rock,Passion Pit,Take a Walk,68,0.566,
222041,Rock,Gus Dapperton,"Prune, You Talk Funny",66,0.57,
222046,Rock,A R I Z O N A,Freaking Out,70,0.661,
222051,Rock,The Black Keys,Little Black Submarines,66,0.365,
222069,Rock,The Score,Revolution,66,0.572,
222101,Rock,Dierks Bentley,Black,66,0.663,
222142,Rock,Passion Pit,Sleepyhead,66,0.568,
222145,Rock,Kings of Leon,Closer,67,0.398,
222157,Rock,OneRepublic,Good Life,70,0.636,
222159,Rock,The Lumineers,Stubborn Love,66,0.598,
222163,Rock,Silver,Wham Bam Shang-A-Lang,67,0.65,
222184,Rock,Glass Animals,Life Itself,65,0.699,
222207,Rock,Vansire,Nice to See You,65,0.539,
222219,Rock,10cc,I'm Not In Love,70,0.401,
222241,Rock,Led Zeppelin,Babe I'm Gonna Leave You - 1990 Remaster,65,0.404,
222299,Rock,Bryce Fox,Horns,66,0.49,
222309,Rock,Arctic Monkeys,Knee Socks,69,0.665,
222346,Rock,Little River Band,Reminiscing - Remastered,62,0.54,
222363,Rock,Supertramp,Take The Long Way Home - 2010 Remastered,65,0.414,
222434,Rock,John Mayer,Stop This Train,67,0.619,
222475,Rock,Fleet Foxes,"If You Need To, Keep Time On Me",69,0.521,
222479,Rock,Norman Greenbaum,Spirit In The Sky,65,0.604,
222523,Rock,Granger Smith,Happens Like That,68,0.557,
222530,Rock,for KING & COUNTRY,joy.,67,0.68,
222532,Rock,Gin Wigmore,Kill Of The Night,67,0.502,
222563,Rock,The Beatles,Oh! Darling - Remastered 2009,66,0.422,
222666,Rock,The National,I Need My Girl,69,0.523,
222697,Rock,Papa Roach,Elevate,70,0.666,
222698,Rock,The Buggles,Video Killed The Radio Star,65,0.675,
222714,Rock,The Neighbourhood,Nervous,67,0.589,
222723,Rock,Andy Grammer,Keep Your Head Up,67,0.674,
222758,Rock,Mat Kearney,Memorized,65,0.547,
222780,Rock,Barns Courtney,Kicks,66,0.64,
222781,Rock,Casting Crowns,Only Jesus,66,0.572,
222841,Rock,Christopher Cross,Arthur's Theme (Best That You Can Do),70,0.526,
222866,Rock,James Barker Band,Chills,67,0.658,
222867,Rock,one sonic society,Great Are You Lord,66,0.492,
222879,Rock,Bring Me The Horizon,Follow You,68,0.54,
222913,Rock,Simple Plan,Perfect,68,0.494,
222964,Rock,Thirty Seconds To Mars,This Is War,66,0.404,
223036,Rock,Bring Me The Horizon,i don't know what to say,68,0.499,
223254,Rock,Hunter Hayes,Dear God,65,0.63,
223272,Rock,Temple Of The Dog,Hunger Strike - 25th Anniversary Mix,66,0.384,
223345,Rock,The Head and the Heart,Don't Dream It's Over,66,0.433,
223682,Rock,Red Hot Chili Peppers,Sick Love,66,0.591,
223697,Rock,Michael W. Smith,Surrounded (Fight My Battles),65,0.483,
223725,Rock,Freddie Mercury,Mr. Bad Guy,55,0.622,
223840,Rock,The xx,On Hold,67,0.723,
224105,Rock,U2,Where The Streets Have No Name - Remastered,65,0.495,
224120,Rock,Nelly Furtado,I'm Like A Bird,71,0.616,
224126,Rock,Hillsong UNITED,Touch The Sky,59,0.507,
224238,Rock,Villagers,Nothing Arrived - Live from Spotify London,70,0.579,
224247,Rock,Alanis Morissette,Ironic - 2015 Remaster,71,0.408,
224382,Rock,Fleet Foxes,Blue Ridge Mountains,60,0.524,
224524,Rock,Lou Reed,Perfect Day,68,0.4,
224642,Rock,KT Tunstall,Suddenly I See,69,0.587,
224996,Rock,León Larregui,Brillas,73,0.625,
225063,Rock,Natalia Lafourcade,Hasta la Raíz,72,0.585,
225256,Rock,Led Zeppelin,Bron-Y-Aur Stomp - Remastered,55,0.525,
225456,Rock,Zoé,Azul,69,0.516,
225564,Rock,Led Zeppelin,Bring It on Home - Remastered,55,0.345,
225652,Rock,Sonic Youth,Superstar,59,0.372,
226029,Rock,Pink Floyd,What Do You Want from Me,57,0.515,
226401,Rock,Heroes Del Silencio,Maldito duende,67,0.374,
226424,Rock,La Mosca Tse-Tse,Para No Verte Más,71,0.658,
227644,Soul,Alex Lustig,In the End,54,0.71,
